,Area name,Area code,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23
89,Wakefield,E08000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,10.0,12.0,14.0,19.0,26.0,33.0,44.0,58.0,65.0,78.0,89.0,100.0,116.0,133.0,150.0,178.0,189.0,210.0,234.0,257.0,282.0,295.0,309.0,317.0,335.0,350.0,365.0,384.0,395.0,407.0,420.0,427.0,439.0,441.0,441.0
90,Gateshead,E08000037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,10.0,17.0,18.0,28.0,32.0,45.0,53.0,83.0,102.0,135.0,158.0,177.0,208.0,228.0,270.0,314.0,358.0,394.0,427.0,453.0,473.0,493.0,518.0,539.0,553.0,573.0,598.0,614.0,628.0,654.0,668.0
91,City of London,E09000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,8.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,16.0,16.0
92,Barking and Dagenham,E09000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,8.0,9.0,10.0,15.0,19.0,24.0,29.0,33.0,42.0,52.0,60.0,71.0,83.0,94.0,101.0,113.0,124.0,135.0,146.0,164.0,185.0,207.0,222.0,228.0,244.0,255.0,277.0,295.0,310.0,320.0,324.0,339.0,356.0,369.0,380.0,390.0,399.0,404.0,415.0,423.0,428.0,428.0
93,Barnet,E09000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,7.0,8.0,9.0,9.0,10.0,13.0,16.0,27.0,32.0,38.0,44.0,54.0,65.0,72.0,86.0,112.0,133.0,151.0,176.0,206.0,245.0,290.0,345.0,399.0,433.0,463.0,505.0,550.0,587.0,652.0,690.0,728.0,768.0,805.0,849.0,898.0,932.0,953.0,973.0,990.0,1012.0,1032.0,1053.0,1066.0,1080.0,1092.0,1101.0,1110.0,1119.0,1119.0
94,Bexley,E09000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,13.0,17.0,20.0,21.0,25.0,31.0,36.0,41.0,49.0,53.0,63.0,80.0,93.0,112.0,123.0,142.0,152.0,166.0,181.0,201.0,230.0,247.0,272.0,294.0,312.0,336.0,376.0,392.0,408.0,422.0,435.0,441.0,451.0,474.0,486.0,507.0,518.0,527.0,542.0,555.0,560.0,560.0
95,Brent,E09000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,10.0,20.0,30.0,33.0,40.0,48.0,58.0,81.0,103.0,125.0,146.0,164.0,190.0,236.0,264.0,310.0,354.0,402.0,434.0,487.0,544.0,589.0,644.0,702.0,758.0,807.0,844.0,881.0,909.0,952.0,980.0,1020.0,1042.0,1068.0,1094.0,1128.0,1154.0,1188.0,1218.0,1242.0,1256.0,1272.0,1276.0,1276.0
96,Bromley,E09000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,10.0,16.0,20.0,26.0,34.0,40.0,49.0,62.0,68.0,86.0,102.0,126.0,161.0,191.0,216.0,245.0,275.0,307.0,329.0,368.0,412.0,461.0,498.0,528.0,561.0,587.0,624.0,660.0,703.0,734.0,757.0,780.0,791.0,822.0,842.0,866.0,891.0,913.0,925.0,934.0,946.0,953.0,953.0
97,Camden,E09000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,8.0,10.0,20.0,25.0,30.0,31.0,34.0,37.0,41.0,51.0,56.0,62.0,77.0,88.0,103.0,123.0,145.0,173.0,193.0,204.0,210.0,227.0,245.0,264.0,289.0,308.0,330.0,346.0,363.0,382.0,404.0,421.0,431.0,440.0,448.0,461.0,470.0,490.0,500.0,510.0,524.0,529.0,536.0,537.0,537.0
98,Croydon,E09000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,7.0,15.0,19.0,33.0,39.0,52.0,73.0,88.0,97.0,122.0,147.0,171.0,207.0,234.0,277.0,321.0,363.0,385.0,411.0,467.0,514.0,569.0,649.0,697.0,742.0,778.0,820.0,865.0,921.0,964.0,989.0,1011.0,1037.0,1063.0,1111.0,1147.0,1178.0,1197.0,1221.0,1229.0,1252.0,1253.0,1253.0
99,Ealing,E09000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,6.0,7.0,8.0,8.0,13.0,23.0,27.0,30.0,32.0,40.0,54.0,63.0,81.0,99.0,115.0,126.0,144.0,173.0,207.0,243.0,273.0,310.0,330.0,355.0,383.0,422.0,448.0,489.0,519.0,545.0,559.0,589.0,633.0,669.0,699.0,744.0,770.0,790.0,823.0,850.0,892.0,908.0,925.0,938.0,949.0,968.0,973.0,973.0
100,Enfield,E09000010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,9.0,11.0,17.0,21.0,28.0,30.0,32.0,44.0,51.0,66.0,86.0,94.0,112.0,133.0,157.0,178.0,193.0,208.0,228.0,237.0,263.0,289.0,316.0,342.0,368.0,387.0,399.0,433.0,466.0,497.0,527.0,552.0,573.0,595.0,609.0,644.0,655.0,673.0,703.0,713.0,720.0,744.0,755.0,755.0
101,Greenwich,E09000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,8.0,14.0,19.0,21.0,27.0,32.0,46.0,58.0,64.0,78.0,96.0,102.0,115.0,132.0,151.0,162.0,180.0,196.0,208.0,221.0,251.0,280.0,303.0,326.0,339.0,360.0,397.0,413.0,436.0,454.0,468.0,479.0,492.0,503.0,532.0,546.0,555.0,563.0,569.0,573.0,582.0,587.0,587.0
102,Hackney,E09000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,14.0,20.0,23.0,28.0,30.0,36.0,43.0,48.0,56.0,65.0,70.0,84.0,104.0,124.0,140.0,163.0,178.0,190.0,204.0,222.0,253.0,285.0,323.0,348.0,372.0,392.0,415.0,442.0,459.0,475.0,489.0,504.0,514.0,522.0,529.0,541.0,547.0,556.0,561.0,566.0,578.0,580.0,580.0
103,Hammersmith and Fulham,E09000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,6.0,9.0,20.0,21.0,24.0,26.0,29.0,32.0,40.0,49.0,52.0,60.0,72.0,86.0,100.0,114.0,132.0,156.0,164.0,176.0,183.0,195.0,212.0,238.0,260.0,279.0,295.0,305.0,321.0,343.0,362.0,372.0,388.0,392.0,399.0,408.0,417.0,445.0,469.0,484.0,488.0,494.0,502.0,504.0,504.0
104,Haringey,E09000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,12.0,19.0,27.0,28.0,32.0,34.0,38.0,51.0,61.0,72.0,83.0,94.0,109.0,128.0,140.0,149.0,167.0,183.0,199.0,219.0,237.0,259.0,286.0,312.0,329.0,337.0,349.0,378.0,391.0,411.0,422.0,431.0,443.0,457.0,467.0,480.0,484.0,489.0,492.0,505.0,507.0,509.0,509.0
105,Harrow,E09000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,12.0,20.0,24.0,33.0,39.0,51.0,65.0,88.0,99.0,113.0,131.0,146.0,165.0,191.0,219.0,249.0,289.0,316.0,338.0,367.0,394.0,417.0,448.0,471.0,495.0,521.0,546.0,576.0,602.0,633.0,660.0,676.0,689.0,712.0,727.0,741.0,757.0,775.0,787.0,801.0,813.0,818.0,818.0
106,Havering,E09000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,7.0,9.0,13.0,15.0,18.0,29.0,36.0,40.0,46.0,58.0,68.0,84.0,98.0,109.0,119.0,125.0,134.0,150.0,176.0,205.0,235.0,267.0,288.0,308.0,330.0,363.0,394.0,419.0,445.0,463.0,482.0,499.0,513.0,529.0,548.0,556.0,565.0,574.0,585.0,587.0,587.0
107,Hillingdon,E09000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,4.0,6.0,6.0,8.0,11.0,15.0,18.0,19.0,24.0,33.0,49.0,54.0,67.0,78.0,87.0,97.0,114.0,132.0,149.0,169.0,195.0,206.0,224.0,243.0,276.0,298.0,315.0,359.0,376.0,392.0,415.0,442.0,460.0,492.0,512.0,529.0,540.0,558.0,575.0,589.0,603.0,622.0,638.0,648.0,665.0,667.0,667.0
108,Hounslow,E09000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,12.0,13.0,18.0,22.0,27.0,36.0,44.0,54.0,67.0,74.0,88.0,96.0,113.0,128.0,145.0,160.0,186.0,194.0,209.0,233.0,255.0,287.0,320.0,344.0,360.0,379.0,397.0,420.0,443.0,467.0,483.0,492.0,502.0,511.0,532.0,545.0,555.0,566.0,576.0,587.0,598.0,601.0,601.0
109,Islington,E09000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,16.0,22.0,27.0,33.0,38.0,45.0,53.0,62.0,65.0,73.0,81.0,104.0,124.0,135.0,143.0,158.0,165.0,176.0,194.0,210.0,227.0,249.0,263.0,276.0,280.0,289.0,301.0,312.0,323.0,327.0,330.0,337.0,343.0,350.0,358.0,364.0,375.0,378.0,378.0,386.0,387.0,387.0
110,Kensington and Chelsea,E09000020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,6.0,6.0,10.0,16.0,16.0,17.0,19.0,23.0,33.0,43.0,49.0,52.0,55.0,56.0,62.0,69.0,77.0,82.0,87.0,92.0,98.0,106.0,113.0,127.0,149.0,169.0,178.0,187.0,209.0,227.0,243.0,263.0,278.0,285.0,291.0,302.0,321.0,341.0,359.0,370.0,374.0,377.0,384.0,390.0,394.0,403.0,411.0,417.0,417.0,423.0,423.0,423.0
111,Kingston upon Thames,E09000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,8.0,10.0,15.0,21.0,23.0,29.0,35.0,36.0,37.0,48.0,64.0,77.0,91.0,102.0,108.0,121.0,140.0,152.0,161.0,177.0,197.0,208.0,217.0,230.0,248.0,269.0,288.0,298.0,302.0,311.0,322.0,338.0,351.0,370.0,379.0,392.0,394.0,401.0,401.0,401.0
112,Lambeth,E09000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,5.0,5.0,7.0,15.0,29.0,33.0,44.0,54.0,67.0,83.0,104.0,121.0,143.0,174.0,192.0,225.0,253.0,279.0,315.0,358.0,393.0,430.0,457.0,509.0,549.0,598.0,639.0,678.0,709.0,726.0,767.0,807.0,839.0,869.0,885.0,930.0,946.0,962.0,973.0,996.0,1014.0,1024.0,1035.0,1046.0,1060.0,1063.0,1063.0
113,Lewisham,E09000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,9.0,18.0,21.0,23.0,29.0,40.0,48.0,57.0,73.0,95.0,103.0,122.0,149.0,164.0,188.0,213.0,247.0,268.0,293.0,320.0,358.0,393.0,446.0,492.0,520.0,548.0,592.0,621.0,644.0,676.0,684.0,698.0,710.0,738.0,752.0,771.0,786.0,813.0,819.0,825.0,833.0,854.0,854.0
114,Merton,E09000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,10.0,17.0,20.0,27.0,33.0,34.0,40.0,50.0,63.0,74.0,83.0,90.0,98.0,113.0,136.0,159.0,173.0,197.0,211.0,224.0,247.0,275.0,302.0,335.0,358.0,372.0,389.0,426.0,443.0,457.0,479.0,491.0,509.0,518.0,538.0,550.0,560.0,574.0,590.0,596.0,602.0,612.0,615.0,615.0
115,Newham,E09000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0,10.0,14.0,21.0,30.0,35.0,47.0,53.0,67.0,73.0,86.0,112.0,124.0,157.0,195.0,233.0,268.0,288.0,325.0,369.0,409.0,443.0,500.0,543.0,567.0,608.0,648.0,684.0,717.0,741.0,769.0,783.0,803.0,818.0,835.0,848.0,864.0,872.0,878.0,887.0,896.0,898.0
116,Redbridge,E09000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,13.0,19.0,27.0,39.0,51.0,56.0,66.0,78.0,95.0,106.0,121.0,136.0,157.0,172.0,191.0,215.0,241.0,263.0,291.0,311.0,335.0,357.0,383.0,430.0,459.0,489.0,500.0,511.0,535.0,554.0,568.0,575.0,588.0,595.0,599.0,606.0,619.0,623.0,625.0
117,Richmond upon Thames,E09000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,7.0,7.0,9.0,13.0,18.0,23.0,27.0,36.0,38.0,47.0,63.0,76.0,91.0,103.0,122.0,133.0,148.0,160.0,176.0,191.0,198.0,213.0,221.0,228.0,239.0,253.0,262.0,271.0,279.0,285.0,293.0,298.0,306.0,314.0,325.0,330.0,333.0,342.0,347.0,347.0,347.0
118,Southwark,E09000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,8.0,9.0,11.0,18.0,24.0,35.0,45.0,53.0,63.0,75.0,91.0,110.0,130.0,145.0,168.0,181.0,209.0,253.0,284.0,313.0,345.0,393.0,425.0,459.0,511.0,545.0,601.0,641.0,689.0,726.0,751.0,790.0,837.0,878.0,919.0,949.0,976.0,987.0,1009.0,1030.0,1052.0,1072.0,1087.0,1104.0,1108.0,1118.0,1126.0,1126.0
