,Area name,Area code,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23
119,Sutton,E09000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,6.0,6.0,8.0,12.0,14.0,14.0,17.0,21.0,26.0,29.0,39.0,44.0,53.0,78.0,95.0,107.0,120.0,141.0,158.0,169.0,192.0,211.0,248.0,277.0,297.0,303.0,313.0,337.0,366.0,395.0,417.0,431.0,451.0,456.0,510.0,535.0,561.0,579.0,594.0,597.0,604.0,609.0,609.0,609.0
120,Tower Hamlets,E09000030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0,16.0,19.0,22.0,25.0,28.0,34.0,45.0,55.0,66.0,74.0,78.0,89.0,106.0,133.0,167.0,189.0,201.0,221.0,236.0,261.0,285.0,311.0,345.0,365.0,384.0,409.0,426.0,448.0,463.0,478.0,491.0,505.0,519.0,526.0,538.0,548.0,550.0,554.0,560.0,569.0,577.0,578.0
121,Waltham Forest,E09000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,8.0,11.0,15.0,17.0,22.0,33.0,42.0,55.0,67.0,70.0,91.0,102.0,126.0,160.0,187.0,208.0,232.0,256.0,292.0,317.0,344.0,374.0,395.0,421.0,446.0,466.0,487.0,512.0,528.0,543.0,561.0,580.0,596.0,621.0,628.0,634.0,647.0,658.0,671.0,677.0,677.0
122,Wandsworth,E09000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,16.0,26.0,38.0,42.0,53.0,65.0,78.0,98.0,113.0,130.0,153.0,169.0,185.0,212.0,240.0,284.0,316.0,346.0,366.0,389.0,415.0,456.0,493.0,531.0,558.0,584.0,601.0,635.0,661.0,687.0,711.0,741.0,755.0,761.0,775.0,793.0,812.0,831.0,849.0,860.0,864.0,871.0,871.0,871.0
123,Westminster,E09000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,9.0,11.0,12.0,18.0,24.0,38.0,52.0,60.0,70.0,75.0,89.0,99.0,108.0,117.0,132.0,145.0,157.0,179.0,194.0,217.0,237.0,250.0,270.0,287.0,313.0,325.0,343.0,360.0,387.0,403.0,420.0,431.0,446.0,460.0,479.0,488.0,499.0,507.0,517.0,528.0,543.0,553.0,559.0,562.0,565.0,568.0,570.0,570.0
124,Buckinghamshire,E10000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,7.0,14.0,18.0,28.0,34.0,37.0,39.0,48.0,54.0,60.0,66.0,73.0,84.0,96.0,104.0,113.0,136.0,146.0,163.0,184.0,195.0,224.0,247.0,266.0,298.0,322.0,343.0,356.0,382.0,419.0,451.0,473.0,499.0,518.0,525.0,546.0,567.0,592.0,620.0,649.0,667.0,682.0,690.0,691.0,691.0
125,Cambridgeshire,E10000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,10.0,14.0,14.0,16.0,17.0,18.0,27.0,34.0,43.0,52.0,57.0,71.0,88.0,105.0,117.0,135.0,144.0,156.0,181.0,201.0,214.0,236.0,253.0,272.0,298.0,317.0,343.0,370.0,400.0,424.0,438.0,451.0,464.0,484.0,498.0,528.0,554.0,563.0,579.0,598.0,603.0,603.0
126,Cumbria,E10000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,5.0,8.0,9.0,9.0,12.0,18.0,25.0,31.0,32.0,44.0,56.0,79.0,105.0,117.0,140.0,156.0,183.0,228.0,275.0,325.0,379.0,407.0,456.0,490.0,558.0,632.0,699.0,743.0,795.0,874.0,971.0,1043.0,1130.0,1199.0,1233.0,1258.0,1292.0,1344.0,1396.0,1432.0,1469.0,1500.0,1523.0,1542.0,1568.0,1584.0,1584.0
127,Derbyshire,E10000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,6.0,7.0,7.0,8.0,11.0,13.0,19.0,21.0,29.0,35.0,45.0,62.0,71.0,82.0,90.0,101.0,121.0,143.0,175.0,196.0,216.0,236.0,264.0,301.0,328.0,367.0,417.0,468.0,494.0,529.0,562.0,570.0,595.0,631.0,674.0,710.0,736.0,759.0,780.0,809.0,840.0,871.0,899.0,937.0,944.0,969.0,982.0,987.0,987.0
128,Devon,E10000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,11.0,14.0,15.0,19.0,19.0,20.0,20.0,21.0,22.0,24.0,30.0,32.0,35.0,39.0,41.0,44.0,44.0,47.0,48.0,52.0,57.0,63.0,78.0,93.0,105.0,118.0,128.0,137.0,152.0,177.0,200.0,219.0,252.0,272.0,286.0,311.0,323.0,344.0,372.0,388.0,419.0,443.0,468.0,494.0,514.0,545.0,559.0,566.0,583.0,592.0,594.0
129,East Sussex,E10000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,6.0,6.0,7.0,13.0,16.0,20.0,24.0,28.0,32.0,36.0,45.0,56.0,70.0,83.0,91.0,103.0,117.0,144.0,165.0,182.0,194.0,215.0,227.0,246.0,274.0,292.0,319.0,337.0,349.0,361.0,374.0,387.0,404.0,418.0,438.0,452.0,458.0,468.0,478.0,479.0
130,Essex,E10000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,6.0,8.0,11.0,18.0,29.0,33.0,39.0,44.0,54.0,63.0,73.0,87.0,106.0,136.0,187.0,224.0,292.0,354.0,424.0,481.0,535.0,611.0,698.0,806.0,906.0,999.0,1083.0,1136.0,1236.0,1327.0,1418.0,1481.0,1538.0,1599.0,1646.0,1728.0,1778.0,1840.0,1894.0,1938.0,1978.0,1999.0,2045.0,2069.0,2069.0
131,Gloucestershire,E10000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,7.0,9.0,12.0,12.0,15.0,19.0,24.0,32.0,34.0,41.0,50.0,58.0,65.0,79.0,103.0,118.0,137.0,160.0,177.0,210.0,240.0,274.0,305.0,335.0,379.0,410.0,446.0,500.0,558.0,599.0,662.0,694.0,732.0,772.0,799.0,841.0,898.0,924.0,956.0,985.0,1004.0,1021.0,1021.0
132,Hampshire,E10000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,9.0,10.0,17.0,19.0,28.0,52.0,67.0,72.0,83.0,102.0,117.0,134.0,159.0,189.0,212.0,247.0,296.0,330.0,373.0,429.0,487.0,566.0,615.0,700.0,778.0,849.0,936.0,1025.0,1098.0,1172.0,1274.0,1389.0,1475.0,1548.0,1631.0,1683.0,1754.0,1833.0,1897.0,1991.0,2068.0,2156.0,2216.0,2263.0,2326.0,2364.0,2371.0
133,Hertfordshire,E10000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,9.0,11.0,11.0,15.0,17.0,19.0,21.0,26.0,32.0,34.0,43.0,47.0,62.0,68.0,73.0,97.0,120.0,141.0,161.0,174.0,232.0,277.0,333.0,382.0,434.0,479.0,542.0,628.0,705.0,789.0,891.0,968.0,1021.0,1083.0,1174.0,1252.0,1337.0,1415.0,1492.0,1547.0,1598.0,1655.0,1716.0,1769.0,1826.0,1873.0,1912.0,1944.0,1984.0,1995.0,1996.0
134,Kent,E10000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,6.0,7.0,9.0,13.0,16.0,22.0,29.0,34.0,39.0,47.0,52.0,64.0,78.0,94.0,101.0,122.0,170.0,207.0,261.0,316.0,374.0,423.0,482.0,544.0,637.0,748.0,830.0,922.0,989.0,1061.0,1203.0,1323.0,1426.0,1543.0,1665.0,1723.0,1840.0,1958.0,2025.0,2200.0,2365.0,2547.0,2649.0,2715.0,2808.0,2826.0,2826.0
135,Lancashire,E10000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,12.0,15.0,15.0,17.0,24.0,28.0,38.0,52.0,60.0,69.0,85.0,120.0,161.0,199.0,262.0,306.0,348.0,384.0,481.0,568.0,659.0,753.0,865.0,955.0,1049.0,1162.0,1267.0,1364.0,1467.0,1538.0,1628.0,1689.0,1770.0,1857.0,1935.0,2025.0,2106.0,2181.0,2229.0,2293.0,2302.0,2305.0
136,Leicestershire,E10000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,7.0,7.0,11.0,13.0,15.0,16.0,18.0,20.0,24.0,36.0,52.0,58.0,67.0,92.0,110.0,131.0,144.0,160.0,175.0,190.0,194.0,208.0,252.0,297.0,316.0,342.0,362.0,393.0,424.0,444.0,462.0,496.0,523.0,546.0,558.0,571.0,593.0,620.0,666.0,700.0,716.0,736.0,766.0,776.0,776.0
137,Lincolnshire,E10000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0,9.0,12.0,12.0,12.0,14.0,14.0,16.0,21.0,24.0,29.0,33.0,35.0,43.0,56.0,67.0,90.0,107.0,129.0,144.0,172.0,198.0,231.0,245.0,282.0,301.0,322.0,359.0,388.0,403.0,425.0,454.0,477.0,501.0,523.0,554.0,579.0,614.0,636.0,650.0,677.0,703.0,712.0,712.0
138,Norfolk,E10000020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,9.0,10.0,11.0,16.0,22.0,31.0,34.0,37.0,43.0,49.0,61.0,75.0,87.0,113.0,133.0,156.0,177.0,204.0,229.0,251.0,278.0,321.0,350.0,386.0,433.0,484.0,541.0,594.0,642.0,694.0,734.0,788.0,844.0,899.0,946.0,1001.0,1041.0,1095.0,1136.0,1169.0,1169.0
139,Northamptonshire,E10000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,6.0,8.0,8.0,12.0,15.0,17.0,19.0,20.0,21.0,25.0,25.0,35.0,45.0,52.0,65.0,82.0,98.0,128.0,149.0,169.0,188.0,211.0,264.0,312.0,366.0,417.0,473.0,515.0,549.0,592.0,616.0,649.0,682.0,709.0,742.0,761.0,779.0,812.0,841.0,868.0,883.0,908.0,938.0,950.0,952.0,952.0
140,North Yorkshire,E10000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,8.0,10.0,11.0,11.0,14.0,16.0,19.0,22.0,30.0,41.0,43.0,56.0,65.0,77.0,89.0,107.0,120.0,134.0,165.0,184.0,216.0,235.0,267.0,294.0,316.0,346.0,378.0,407.0,433.0,457.0,481.0,508.0,535.0,550.0,586.0,610.0,631.0,649.0,664.0,699.0,716.0,718.0
141,Nottinghamshire,E10000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,6.0,8.0,8.0,8.0,9.0,15.0,19.0,23.0,31.0,36.0,41.0,44.0,54.0,63.0,72.0,82.0,89.0,97.0,114.0,131.0,167.0,198.0,228.0,259.0,294.0,334.0,368.0,408.0,448.0,475.0,495.0,525.0,561.0,594.0,646.0,663.0,686.0,714.0,740.0,785.0,814.0,849.0,890.0,902.0,912.0,934.0,944.0,946.0
142,Oxfordshire,E10000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,7.0,8.0,9.0,12.0,18.0,23.0,24.0,27.0,27.0,32.0,35.0,44.0,51.0,64.0,70.0,76.0,84.0,106.0,128.0,143.0,169.0,197.0,219.0,240.0,279.0,330.0,372.0,442.0,512.0,551.0,600.0,650.0,722.0,785.0,845.0,915.0,946.0,985.0,1038.0,1089.0,1127.0,1175.0,1222.0,1256.0,1284.0,1310.0,1314.0,1314.0
143,Somerset,E10000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,11.0,13.0,14.0,14.0,14.0,15.0,16.0,19.0,22.0,24.0,28.0,32.0,37.0,44.0,52.0,57.0,61.0,70.0,78.0,86.0,105.0,120.0,126.0,135.0,151.0,161.0,176.0,189.0,205.0,223.0,234.0,248.0,264.0,282.0,313.0,347.0,360.0,368.0,388.0,401.0,401.0
144,Staffordshire,E10000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,7.0,10.0,16.0,20.0,27.0,35.0,40.0,51.0,64.0,79.0,97.0,111.0,137.0,158.0,196.0,234.0,269.0,292.0,337.0,378.0,419.0,473.0,531.0,578.0,620.0,652.0,693.0,750.0,799.0,856.0,916.0,955.0,990.0,1029.0,1080.0,1135.0,1186.0,1233.0,1280.0,1322.0,1370.0,1402.0,1405.0
145,Suffolk,E10000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,8.0,15.0,16.0,19.0,20.0,23.0,29.0,34.0,38.0,60.0,72.0,77.0,95.0,115.0,121.0,141.0,164.0,190.0,219.0,239.0,270.0,289.0,320.0,349.0,376.0,413.0,441.0,474.0,497.0,520.0,544.0,564.0,601.0,653.0,682.0,704.0,722.0,805.0,814.0,814.0
146,Surrey,E10000030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,8.0,11.0,16.0,21.0,37.0,42.0,51.0,60.0,73.0,92.0,126.0,148.0,174.0,198.0,234.0,284.0,325.0,379.0,434.0,490.0,546.0,595.0,695.0,760.0,852.0,922.0,986.0,1055.0,1121.0,1207.0,1324.0,1404.0,1468.0,1550.0,1615.0,1669.0,1764.0,1849.0,1960.0,2032.0,2093.0,2137.0,2153.0,2175.0,2176.0,2176.0
147,Warwickshire,E10000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,7.0,7.0,7.0,7.0,8.0,11.0,13.0,17.0,20.0,21.0,24.0,32.0,36.0,51.0,59.0,71.0,80.0,87.0,115.0,135.0,149.0,177.0,195.0,221.0,247.0,287.0,307.0,336.0,387.0,427.0,462.0,486.0,523.0,560.0,592.0,632.0,662.0,696.0,718.0,746.0,766.0,793.0,831.0,857.0,899.0,928.0,953.0,955.0,955.0
148,West Sussex,E10000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,7.0,8.0,11.0,17.0,18.0,21.0,30.0,39.0,48.0,56.0,66.0,75.0,89.0,109.0,132.0,152.0,171.0,188.0,204.0,236.0,268.0,293.0,314.0,366.0,399.0,426.0,476.0,531.0,570.0,608.0,634.0,661.0,690.0,722.0,755.0,789.0,838.0,879.0,906.0,922.0,941.0,943.0,943.0
149,Worcestershire,E10000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,14.0,14.0,15.0,19.0,22.0,28.0,33.0,42.0,56.0,69.0,78.0,92.0,109.0,131.0,154.0,176.0,211.0,239.0,284.0,321.0,355.0,386.0,422.0,438.0,462.0,498.0,541.0,582.0,621.0,652.0,689.0,711.0,736.0,784.0,826.0,861.0,911.0,944.0,959.0,983.0,985.0,985.0
